node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Acta1	Hspa1a	10090.ENSMUSP00000034453	10090.ENSMUSP00000084586	0	0	0	0	0	0.140	0	0.228	0.307
Acta1	Lum	10090.ENSMUSP00000034453	10090.ENSMUSP00000040877	0	0	0	0	0.063	0.132	0	0.223	0.312
Acta1	Hspa5	10090.ENSMUSP00000034453	10090.ENSMUSP00000097747	0	0	0	0	0.063	0.085	0	0.269	0.319
Acta1	Vwf	10090.ENSMUSP00000034453	10090.ENSMUSP00000107873	0	0	0	0	0.062	0.097	0	0.283	0.339
Acta1	Ubtfl1	10090.ENSMUSP00000034453	10090.ENSMUSP00000129611	0	0	0	0	0.050	0.151	0.242	0.061	0.349
Acta1	Agt	10090.ENSMUSP00000034453	10090.ENSMUSP00000066488	0	0	0	0	0	0	0	0.393	0.392
Acta1	Actb	10090.ENSMUSP00000034453	10090.ENSMUSP00000098066	0	0	0	0.986	0.067	0.404	0	0.528	0.424
Acta1	Postn	10090.ENSMUSP00000034453	10090.ENSMUSP00000072773	0	0	0	0	0.076	0	0	0.464	0.483
Acta1	Fn1	10090.ENSMUSP00000034453	10090.ENSMUSP00000054499	0	0	0	0	0	0.065	0	0.542	0.554
Acta1	B2m	10090.ENSMUSP00000034453	10090.ENSMUSP00000099534	0	0	0	0	0	0	0	0.605	0.605
Acta1	Gc	10090.ENSMUSP00000034453	10090.ENSMUSP00000046636	0	0	0	0	0	0.607	0	0.068	0.619
Acta1	Gapdh	10090.ENSMUSP00000034453	10090.ENSMUSP00000113942	0	0	0	0	0.081	0.046	0	0.601	0.620
Acta1	Ces3a	10090.ENSMUSP00000034453	10090.ENSMUSP00000090910	0	0	0	0	0.062	0.613	0	0.059	0.628
Acta1	Actg2	10090.ENSMUSP00000034453	10090.ENSMUSP00000074658	0	0	0	0.987	0.058	0.645	0	0.622	0.654
Acta1	Acta2	10090.ENSMUSP00000034453	10090.ENSMUSP00000048218	0	0	0	0.987	0.094	0.645	0	0.313	0.665
Acta1	Actg1	10090.ENSMUSP00000034453	10090.ENSMUSP00000071486	0	0	0	0.986	0.067	0.684	0	0.409	0.694
Acta1	Actc1	10090.ENSMUSP00000034453	10090.ENSMUSP00000087736	0	0	0	0.987	0.409	0.645	0	0.552	0.782
Acta2	Serpinf1	10090.ENSMUSP00000048218	10090.ENSMUSP00000000769	0	0	0	0	0.116	0	0	0.199	0.261
Acta2	Cfp	10090.ENSMUSP00000048218	10090.ENSMUSP00000001156	0	0	0	0	0	0.203	0	0.117	0.266
Acta2	Col1a1	10090.ENSMUSP00000048218	10090.ENSMUSP00000001547	0	0	0	0	0.233	0	0	0.846	0.876
Acta2	Eif2ak4	10090.ENSMUSP00000048218	10090.ENSMUSP00000005233	0	0	0	0	0	0	0	0.171	0.171
Acta2	Prdx2	10090.ENSMUSP00000048218	10090.ENSMUSP00000005292	0	0	0	0	0.062	0.082	0	0.102	0.159
Acta2	Hspa1l	10090.ENSMUSP00000048218	10090.ENSMUSP00000007248	0	0	0	0	0	0.140	0	0.107	0.199
Acta2	Plg	10090.ENSMUSP00000048218	10090.ENSMUSP00000014578	0	0	0	0	0	0.066	0	0.464	0.477
Acta2	Psmb1	10090.ENSMUSP00000048218	10090.ENSMUSP00000014913	0	0	0	0	0.062	0.058	0.136	0.179	0.289
Acta2	Hspa8	10090.ENSMUSP00000048218	10090.ENSMUSP00000015800	0	0	0	0	0	0.140	0	0.235	0.314
Acta2	Vtn	10090.ENSMUSP00000048218	10090.ENSMUSP00000017488	0	0	0	0	0	0	0	0.405	0.405
Acta2	Tns4	10090.ENSMUSP00000048218	10090.ENSMUSP00000017751	0	0	0	0	0	0.047	0.331	0.050	0.341
Acta2	Cdk1	10090.ENSMUSP00000048218	10090.ENSMUSP00000020099	0	0	0	0	0.063	0.067	0	0.283	0.318
Acta2	Egfr	10090.ENSMUSP00000048218	10090.ENSMUSP00000020329	0	0	0	0	0.061	0.135	0	0.516	0.572
Acta2	Efemp1	10090.ENSMUSP00000048218	10090.ENSMUSP00000020759	0	0	0	0	0.112	0.086	0	0.141	0.242
Acta2	Psma6	10090.ENSMUSP00000048218	10090.ENSMUSP00000021412	0	0	0	0	0.061	0.088	0.136	0.068	0.218
Acta2	Gpld1	10090.ENSMUSP00000048218	10090.ENSMUSP00000021773	0	0	0	0	0	0.044	0.214	0	0.216
Acta2	Thbs4	10090.ENSMUSP00000048218	10090.ENSMUSP00000022213	0	0	0	0	0.068	0	0	0.196	0.219
Acta2	Clu	10090.ENSMUSP00000048218	10090.ENSMUSP00000022616	0	0	0	0	0	0	0	0.165	0.165
Acta2	Psmb5	10090.ENSMUSP00000048218	10090.ENSMUSP00000022803	0	0	0	0	0.052	0.085	0.136	0.069	0.208
Acta2	Ywhaz	10090.ENSMUSP00000048218	10090.ENSMUSP00000022894	0	0	0	0	0.065	0.087	0	0.365	0.411
Acta2	Tfrc	10090.ENSMUSP00000048218	10090.ENSMUSP00000023486	0	0	0	0	0.063	0	0	0.256	0.273
Acta2	Adipoq	10090.ENSMUSP00000048218	10090.ENSMUSP00000023593	0	0	0	0	0	0	0	0.433	0.433
Acta2	Hbb-bs	10090.ENSMUSP00000048218	10090.ENSMUSP00000023934	0	0	0	0	0	0.091	0	0.156	0.200
Acta2	Serping1	10090.ENSMUSP00000048218	10090.ENSMUSP00000023994	0	0	0	0	0.085	0	0	0.108	0.150
Acta2	Psmb8	10090.ENSMUSP00000048218	10090.ENSMUSP00000025196	0	0	0	0	0.052	0.085	0.136	0.069	0.208
Acta2	Gsn	10090.ENSMUSP00000048218	10090.ENSMUSP00000028239	0	0	0	0	0.133	0.477	0.537	0.365	0.848
Acta2	Cat	10090.ENSMUSP00000048218	10090.ENSMUSP00000028610	0	0	0	0	0.061	0.090	0	0.511	0.546
Acta2	F2	10090.ENSMUSP00000048218	10090.ENSMUSP00000028681	0	0	0	0	0	0.041	0	0.511	0.511
Acta2	Psma7	10090.ENSMUSP00000048218	10090.ENSMUSP00000029082	0	0	0	0	0.050	0.058	0.136	0.074	0.188
Acta2	Vcp	10090.ENSMUSP00000048218	10090.ENSMUSP00000030164	0	0	0	0	0.061	0.090	0	0.174	0.232
Acta2	Psmb2	10090.ENSMUSP00000048218	10090.ENSMUSP00000030642	0	0	0	0	0.052	0.088	0.136	0.060	0.203
Acta2	Alb	10090.ENSMUSP00000048218	10090.ENSMUSP00000031314	0	0	0	0	0	0.159	0	0.740	0.771
Acta2	Pf4	10090.ENSMUSP00000048218	10090.ENSMUSP00000031320	0	0	0	0	0	0	0	0.223	0.223
Acta2	Pzp	10090.ENSMUSP00000048218	10090.ENSMUSP00000032510	0	0	0	0	0.051	0.056	0	0.179	0.201
Acta2	Psma1	10090.ENSMUSP00000048218	10090.ENSMUSP00000033008	0	0	0	0	0.062	0.075	0.136	0.065	0.206
Acta2	Psmb10	10090.ENSMUSP00000048218	10090.ENSMUSP00000034369	0	0	0	0	0.062	0.085	0.136	0.067	0.215
Acta2	Apoa1	10090.ENSMUSP00000048218	10090.ENSMUSP00000034588	0	0	0	0	0	0	0	0.197	0.197
Acta2	Pkm	10090.ENSMUSP00000048218	10090.ENSMUSP00000034834	0	0	0	0	0.114	0	0	0.216	0.275
Acta2	Psma4	10090.ENSMUSP00000048218	10090.ENSMUSP00000034848	0	0	0	0	0.063	0.058	0.136	0.068	0.194
Acta2	Apob	10090.ENSMUSP00000048218	10090.ENSMUSP00000036044	0	0	0	0	0	0	0	0.239	0.238
Acta2	Igsf10	10090.ENSMUSP00000048218	10090.ENSMUSP00000037246	0	0	0	0	0.069	0.132	0	0.055	0.169
Acta2	C1qb	10090.ENSMUSP00000048218	10090.ENSMUSP00000040246	0	0	0	0	0.065	0	0	0.151	0.172
Acta2	Lum	10090.ENSMUSP00000048218	10090.ENSMUSP00000040877	0	0	0	0	0.133	0.132	0	0.464	0.561
Acta2	Lrp1	10090.ENSMUSP00000048218	10090.ENSMUSP00000044004	0	0	0	0	0.057	0	0	0.206	0.219
Acta2	Crp	10090.ENSMUSP00000048218	10090.ENSMUSP00000044665	0	0	0	0	0	0	0	0.250	0.250
Acta2	Thbs1	10090.ENSMUSP00000048218	10090.ENSMUSP00000044903	0	0	0	0	0.144	0	0	0.500	0.553
Acta2	Grn	10090.ENSMUSP00000048218	10090.ENSMUSP00000046340	0	0	0	0	0.062	0	0	0.173	0.192
Acta2	Gc	10090.ENSMUSP00000048218	10090.ENSMUSP00000046636	0	0	0	0	0	0.562	0	0.050	0.566
Acta2	Spata5	10090.ENSMUSP00000048218	10090.ENSMUSP00000103747	0	0	0	0	0	0.090	0	0.105	0.150
Acta2	Sh3d21	10090.ENSMUSP00000048218	10090.ENSMUSP00000095501	0	0	0	0	0.051	0.132	0	0.055	0.153
Acta2	F13a1	10090.ENSMUSP00000048218	10090.ENSMUSP00000048667	0	0	0	0	0.061	0	0	0.136	0.154
Acta2	Ecm1	10090.ENSMUSP00000048218	10090.ENSMUSP00000112665	0	0	0	0	0.094	0	0	0.106	0.156
Acta2	Igfals	10090.ENSMUSP00000048218	10090.ENSMUSP00000060169	0	0	0	0	0	0.132	0	0.072	0.160
Acta2	Actb	10090.ENSMUSP00000048218	10090.ENSMUSP00000098066	0	0	0	0.986	0.135	0.059	0	0.749	0.160
Acta2	Lifr	10090.ENSMUSP00000048218	10090.ENSMUSP00000126137	0	0	0	0	0	0	0	0.160	0.160
Acta2	Afm	10090.ENSMUSP00000048218	10090.ENSMUSP00000108804	0	0	0	0	0	0.159	0	0.046	0.163
Acta2	Krt10	10090.ENSMUSP00000048218	10090.ENSMUSP00000099420	0	0	0	0	0	0	0	0.165	0.165
Acta2	Cfi	10090.ENSMUSP00000048218	10090.ENSMUSP00000077074	0	0	0	0	0	0.042	0	0.174	0.175
Acta2	Psma5	10090.ENSMUSP00000048218	10090.ENSMUSP00000088057	0	0	0	0	0	0.058	0.136	0.071	0.177
Acta2	Ect2	10090.ENSMUSP00000048218	10090.ENSMUSP00000103935	0	0	0	0	0	0.090	0	0.144	0.187
Acta2	C1qa	10090.ENSMUSP00000048218	10090.ENSMUSP00000048836	0	0	0	0	0	0	0	0.192	0.192
Acta2	Gpx1	10090.ENSMUSP00000048218	10090.ENSMUSP00000081010	0	0	0	0	0	0	0	0.198	0.198
Acta2	Cfd	10090.ENSMUSP00000048218	10090.ENSMUSP00000056836	0	0	0	0	0.077	0.042	0	0.166	0.198
Acta2	Hspa2	10090.ENSMUSP00000048218	10090.ENSMUSP00000079306	0	0	0	0	0	0.140	0	0.107	0.199
Acta2	Mfap4	10090.ENSMUSP00000048218	10090.ENSMUSP00000070848	0	0	0	0	0.080	0.046	0	0.161	0.200
Acta2	Dnah8	10090.ENSMUSP00000048218	10090.ENSMUSP00000127878	0	0	0	0	0	0.163	0	0.089	0.204
Acta2	Igj	10090.ENSMUSP00000048218	10090.ENSMUSP00000084259	0	0	0	0	0	0	0	0.205	0.205
Acta2	Hspa1a	10090.ENSMUSP00000048218	10090.ENSMUSP00000084586	0	0	0	0	0	0.140	0	0.196	0.279
Acta2	Actbl2	10090.ENSMUSP00000048218	10090.ENSMUSP00000052086	0	0	0	0.984	0.252	0.085	0	0.208	0.288
Acta2	Psmb3	10090.ENSMUSP00000048218	10090.ENSMUSP00000099436	0	0	0	0	0.052	0.058	0.136	0.190	0.291
Acta2	Psma3	10090.ENSMUSP00000048218	10090.ENSMUSP00000125548	0	0	0	0	0	0.171	0.136	0.098	0.297
Acta2	Fbln1	10090.ENSMUSP00000048218	10090.ENSMUSP00000054583	0	0	0	0	0.094	0.086	0	0.244	0.319
Acta2	Ubtfl1	10090.ENSMUSP00000048218	10090.ENSMUSP00000129611	0	0	0	0	0.050	0.151	0.242	0.061	0.349
Acta2	Hspa1b	10090.ENSMUSP00000048218	10090.ENSMUSP00000133815	0	0	0	0	0	0.140	0	0.286	0.360
Acta2	Aldh1a1	10090.ENSMUSP00000048218	10090.ENSMUSP00000084918	0	0	0	0	0.120	0	0	0.334	0.389
Acta2	Tgm2	10090.ENSMUSP00000048218	10090.ENSMUSP00000099411	0	0	0	0	0.082	0.042	0	0.371	0.399
Acta2	Hspa5	10090.ENSMUSP00000048218	10090.ENSMUSP00000097747	0	0	0	0	0.063	0.085	0	0.453	0.490
Acta2	Loxl1	10090.ENSMUSP00000048218	10090.ENSMUSP00000057406	0	0	0	0	0.206	0	0	0.400	0.503
Acta2	Apoe	10090.ENSMUSP00000048218	10090.ENSMUSP00000133302	0	0	0	0	0	0.047	0	0.511	0.514
Acta2	B2m	10090.ENSMUSP00000048218	10090.ENSMUSP00000099534	0	0	0	0	0	0	0	0.591	0.591
Acta2	Agt	10090.ENSMUSP00000048218	10090.ENSMUSP00000066488	0	0	0	0	0	0	0	0.695	0.695
Acta2	Fap	10090.ENSMUSP00000048218	10090.ENSMUSP00000099793	0	0	0	0	0.058	0	0	0.719	0.723
Acta2	Postn	10090.ENSMUSP00000048218	10090.ENSMUSP00000072773	0	0	0	0	0.211	0	0	0.698	0.751
Acta2	Vwf	10090.ENSMUSP00000048218	10090.ENSMUSP00000107873	0	0	0	0	0.080	0.097	0	0.739	0.764
Acta2	Gapdh	10090.ENSMUSP00000048218	10090.ENSMUSP00000113942	0	0	0	0	0.081	0.047	0	0.833	0.841
Acta2	Fn1	10090.ENSMUSP00000048218	10090.ENSMUSP00000054499	0	0	0	0	0.105	0.065	0	0.851	0.864
Acta2	Actc1	10090.ENSMUSP00000048218	10090.ENSMUSP00000087736	0	0	0	0.987	0.100	0.883	0	0.380	0.890
Acta2	Actg2	10090.ENSMUSP00000048218	10090.ENSMUSP00000074658	0	0	0	0.987	0.430	0.645	0.900	0.479	0.978
Actb	Apoh	10090.ENSMUSP00000098066	10090.ENSMUSP00000000049	0	0	0	0	0	0	0	0.171	0.171
Actb	Rpl13	10090.ENSMUSP00000098066	10090.ENSMUSP00000000756	0	0	0	0	0.106	0.079	0	0.303	0.376
Actb	Serpinf1	10090.ENSMUSP00000098066	10090.ENSMUSP00000000769	0	0	0	0	0	0	0	0.249	0.248
Actb	Cfp	10090.ENSMUSP00000098066	10090.ENSMUSP00000001156	0	0	0	0	0	0.203	0	0.164	0.305
Actb	Col1a1	10090.ENSMUSP00000098066	10090.ENSMUSP00000001547	0	0	0	0	0.076	0	0	0.627	0.641
Actb	Pon1	10090.ENSMUSP00000098066	10090.ENSMUSP00000002663	0	0	0	0	0	0	0	0.197	0.197
Actb	Man1a	10090.ENSMUSP00000098066	10090.ENSMUSP00000003843	0	0	0	0	0.051	0	0	0.238	0.245
Actb	Eif2ak4	10090.ENSMUSP00000098066	10090.ENSMUSP00000005233	0	0	0	0	0	0	0	0.422	0.422
Actb	Prdx2	10090.ENSMUSP00000098066	10090.ENSMUSP00000005292	0	0	0	0	0.062	0.082	0	0.468	0.501
Actb	Psmb4	10090.ENSMUSP00000098066	10090.ENSMUSP00000005923	0	0	0	0	0.065	0	0	0.169	0.189
Actb	Psmd2	10090.ENSMUSP00000098066	10090.ENSMUSP00000007212	0	0	0	0	0.062	0.088	0	0.132	0.193
Actb	Hspa1l	10090.ENSMUSP00000098066	10090.ENSMUSP00000007248	0	0	0	0	0.060	0.140	0	0.188	0.286
Actb	Plg	10090.ENSMUSP00000098066	10090.ENSMUSP00000014578	0	0	0	0	0	0.090	0	0.524	0.548
Actb	Psmb1	10090.ENSMUSP00000098066	10090.ENSMUSP00000014913	0	0	0	0	0.081	0.058	0.136	0.224	0.342
Actb	Hspa8	10090.ENSMUSP00000098066	10090.ENSMUSP00000015800	0	0	0	0	0.104	0.461	0	0.613	0.797
Actb	Vtn	10090.ENSMUSP00000098066	10090.ENSMUSP00000017488	0	0	0	0	0	0	0	0.467	0.467
Actb	Tns4	10090.ENSMUSP00000098066	10090.ENSMUSP00000017751	0	0	0	0	0	0.047	0.331	0.081	0.363
Actb	Psmb6	10090.ENSMUSP00000098066	10090.ENSMUSP00000018430	0	0	0	0	0.064	0.046	0	0.307	0.327
Actb	Cdk1	10090.ENSMUSP00000098066	10090.ENSMUSP00000020099	0	0	0	0	0.083	0.067	0	0.716	0.736
Actb	Egfr	10090.ENSMUSP00000098066	10090.ENSMUSP00000020329	0	0	0	0	0	0.147	0	0.749	0.777
Actb	Efemp1	10090.ENSMUSP00000098066	10090.ENSMUSP00000020759	0	0	0	0	0	0.086	0	0.198	0.235
Actb	Psma6	10090.ENSMUSP00000098066	10090.ENSMUSP00000021412	0	0	0	0	0.077	0.088	0.136	0.100	0.258
Actb	Serpina3n	10090.ENSMUSP00000098066	10090.ENSMUSP00000021506	0	0	0	0	0	0	0	0.247	0.247
Actb	Gpld1	10090.ENSMUSP00000098066	10090.ENSMUSP00000021773	0	0	0	0	0	0.044	0.214	0	0.216
Actb	F12	10090.ENSMUSP00000098066	10090.ENSMUSP00000021948	0	0	0	0	0	0.087	0	0.121	0.163
Actb	Thbs4	10090.ENSMUSP00000098066	10090.ENSMUSP00000022213	0	0	0	0	0	0	0	0.170	0.169
Actb	Clu	10090.ENSMUSP00000098066	10090.ENSMUSP00000022616	0	0	0	0	0	0	0	0.395	0.394
Actb	Psmb5	10090.ENSMUSP00000098066	10090.ENSMUSP00000022803	0	0	0	0	0.081	0.085	0.136	0.253	0.385
Actb	Ywhaz	10090.ENSMUSP00000098066	10090.ENSMUSP00000022894	0	0	0	0	0.138	0.087	0	0.636	0.688
Actb	Tfrc	10090.ENSMUSP00000098066	10090.ENSMUSP00000023486	0	0	0	0	0.063	0	0	0.663	0.670
Actb	Ahsg	10090.ENSMUSP00000098066	10090.ENSMUSP00000023583	0	0	0	0	0	0.090	0	0.158	0.201
Actb	Kng1	10090.ENSMUSP00000098066	10090.ENSMUSP00000023589	0	0	0	0	0	0.047	0	0.164	0.170
Actb	Adipoq	10090.ENSMUSP00000098066	10090.ENSMUSP00000023593	0	0	0	0	0	0	0	0.667	0.667
Actb	Hbb-bs	10090.ENSMUSP00000098066	10090.ENSMUSP00000023934	0	0	0	0	0	0.091	0	0.253	0.292
Actb	Serping1	10090.ENSMUSP00000098066	10090.ENSMUSP00000023994	0	0	0	0	0.050	0	0	0.144	0.152
Actb	C3	10090.ENSMUSP00000098066	10090.ENSMUSP00000024988	0	0	0	0	0	0.047	0	0.273	0.277
Actb	Psmb8	10090.ENSMUSP00000098066	10090.ENSMUSP00000025196	0	0	0	0	0.052	0.085	0.136	0.299	0.404
Actb	Cfb	10090.ENSMUSP00000098066	10090.ENSMUSP00000025229	0	0	0	0	0	0.042	0	0.302	0.302
Actb	Aldh1a7	10090.ENSMUSP00000098066	10090.ENSMUSP00000025656	0	0	0	0	0.120	0	0	0.087	0.162
Actb	Rbp4	10090.ENSMUSP00000098066	10090.ENSMUSP00000025951	0	0	0	0	0	0	0	0.158	0.158
Actb	Ric8	10090.ENSMUSP00000098066	10090.ENSMUSP00000026558	0	0	0	0	0	0.130	0	0.111	0.194
Actb	Cps1	10090.ENSMUSP00000098066	10090.ENSMUSP00000027144	0	0	0	0	0.061	0.066	0	0.178	0.216
Actb	Pigr	10090.ENSMUSP00000098066	10090.ENSMUSP00000027675	0	0	0	0	0	0	0	0.207	0.207
Actb	Hc	10090.ENSMUSP00000098066	10090.ENSMUSP00000028233	0	0	0	0	0	0.047	0	0.198	0.203
Actb	Gsn	10090.ENSMUSP00000098066	10090.ENSMUSP00000028239	0	0	0	0	0.062	0.482	0.384	0.582	0.858
Actb	Cat	10090.ENSMUSP00000098066	10090.ENSMUSP00000028610	0	0	0	0	0.061	0.090	0	0.749	0.767
Actb	F2	10090.ENSMUSP00000098066	10090.ENSMUSP00000028681	0	0	0	0	0	0.041	0	0.552	0.552
Actb	Car2	10090.ENSMUSP00000098066	10090.ENSMUSP00000029078	0	0	0	0	0.067	0	0	0.320	0.338
Actb	Psma7	10090.ENSMUSP00000098066	10090.ENSMUSP00000029082	0	0	0	0	0.095	0.058	0.136	0.158	0.297
Actb	Bche	10090.ENSMUSP00000098066	10090.ENSMUSP00000029367	0	0	0	0	0	0	0	0.247	0.246
Actb	Aldob	10090.ENSMUSP00000098066	10090.ENSMUSP00000029987	0	0	0	0	0.064	0.048	0	0.254	0.277
Actb	Ambp	10090.ENSMUSP00000098066	10090.ENSMUSP00000030041	0	0	0	0	0	0.053	0	0.248	0.257
Actb	Vcp	10090.ENSMUSP00000098066	10090.ENSMUSP00000030164	0	0	0	0	0.061	0.090	0	0.479	0.516
Actb	Psmb2	10090.ENSMUSP00000098066	10090.ENSMUSP00000030642	0	0	0	0	0.079	0.088	0.136	0.188	0.332
Actb	Psmc2	10090.ENSMUSP00000098066	10090.ENSMUSP00000030769	0	0	0	0	0.062	0.279	0	0.116	0.349
Actb	Hgfac	10090.ENSMUSP00000098066	10090.ENSMUSP00000030985	0	0	0	0	0	0.087	0	0.141	0.182
Actb	Alb	10090.ENSMUSP00000098066	10090.ENSMUSP00000031314	0	0	0	0	0	0.159	0	0.900	0.913
Actb	Pf4	10090.ENSMUSP00000098066	10090.ENSMUSP00000031320	0	0	0	0	0	0	0	0.292	0.292
Actb	Pzp	10090.ENSMUSP00000098066	10090.ENSMUSP00000032510	0	0	0	0	0.051	0.065	0	0.277	0.302
Actb	Psma1	10090.ENSMUSP00000098066	10090.ENSMUSP00000033008	0	0	0	0	0.062	0.293	0.136	0.212	0.489
Actb	Hpx	10090.ENSMUSP00000098066	10090.ENSMUSP00000033185	0	0	0	0	0	0	0	0.192	0.192
Actb	F7	10090.ENSMUSP00000098066	10090.ENSMUSP00000033820	0	0	0	0	0	0.041	0	0.197	0.197
Actb	Psmb10	10090.ENSMUSP00000098066	10090.ENSMUSP00000034369	0	0	0	0	0.062	0.085	0.136	0.211	0.337
Actb	Vps4a	10090.ENSMUSP00000098066	10090.ENSMUSP00000034388	0	0	0	0	0.059	0	0	0.187	0.202
Actb	Apoa4	10090.ENSMUSP00000098066	10090.ENSMUSP00000034585	0	0	0	0	0	0	0	0.203	0.203
Actb	Apoc3	10090.ENSMUSP00000098066	10090.ENSMUSP00000034586	0	0	0	0	0	0	0	0.240	0.239
Actb	Apoa1	10090.ENSMUSP00000098066	10090.ENSMUSP00000034588	0	0	0	0	0	0	0	0.490	0.489
Actb	Pkm	10090.ENSMUSP00000098066	10090.ENSMUSP00000034834	0	0	0	0	0.132	0	0	0.600	0.638
Actb	Psma4	10090.ENSMUSP00000098066	10090.ENSMUSP00000034848	0	0	0	0	0.063	0.058	0.136	0.105	0.226
Actb	Trf	10090.ENSMUSP00000098066	10090.ENSMUSP00000035158	0	0	0	0	0	0	0	0.193	0.193
Actb	Ica	10090.ENSMUSP00000098066	10090.ENSMUSP00000035163	0	0	0	0	0	0	0	0.172	0.171
Actb	Qsox1	10090.ENSMUSP00000098066	10090.ENSMUSP00000035658	0	0	0	0	0	0	0	0.309	0.309
Actb	Apob	10090.ENSMUSP00000098066	10090.ENSMUSP00000036044	0	0	0	0	0	0	0	0.477	0.477
Actb	Lcat	10090.ENSMUSP00000098066	10090.ENSMUSP00000038232	0	0	0	0	0.052	0	0	0.176	0.185
Actb	Azgp1	10090.ENSMUSP00000098066	10090.ENSMUSP00000038559	0	0	0	0	0	0	0	0.181	0.181
Actb	Fgb	10090.ENSMUSP00000098066	10090.ENSMUSP00000039472	0	0	0	0	0	0.046	0	0.168	0.173
Actb	Lap3	10090.ENSMUSP00000098066	10090.ENSMUSP00000040222	0	0	0	0	0.063	0	0	0.146	0.166
Actb	C1qb	10090.ENSMUSP00000098066	10090.ENSMUSP00000040246	0	0	0	0	0.049	0	0	0.217	0.224
Actb	Lum	10090.ENSMUSP00000098066	10090.ENSMUSP00000040877	0	0	0	0	0.063	0.132	0	0.276	0.359
Actb	Serpina3k	10090.ENSMUSP00000098066	10090.ENSMUSP00000042095	0	0	0	0	0	0	0	0.179	0.179
Actb	Lrp1	10090.ENSMUSP00000098066	10090.ENSMUSP00000044004	0	0	0	0	0	0	0	0.382	0.382
Actb	Serpina6	10090.ENSMUSP00000098066	10090.ENSMUSP00000044033	0	0	0	0	0	0	0	0.196	0.196
Actb	Crp	10090.ENSMUSP00000098066	10090.ENSMUSP00000044665	0	0	0	0	0	0	0	0.468	0.468
Actb	Thbs1	10090.ENSMUSP00000098066	10090.ENSMUSP00000044903	0	0	0	0	0.057	0	0	0.468	0.476
Actb	Grn	10090.ENSMUSP00000098066	10090.ENSMUSP00000046340	0	0	0	0	0.062	0	0	0.330	0.344
Actb	Gc	10090.ENSMUSP00000098066	10090.ENSMUSP00000046636	0	0	0	0	0	0.326	0	0.170	0.416
Actb	C1qa	10090.ENSMUSP00000098066	10090.ENSMUSP00000048836	0	0	0	0	0	0	0	0.360	0.360
Actb	Actbl2	10090.ENSMUSP00000098066	10090.ENSMUSP00000052086	0	0	0	0.985	0.192	0.070	0	0.188	0.218
Actb	Fn1	10090.ENSMUSP00000098066	10090.ENSMUSP00000054499	0	0	0	0	0	0.083	0	0.769	0.779
Actb	Fbln1	10090.ENSMUSP00000098066	10090.ENSMUSP00000054583	0	0	0	0	0	0.086	0	0.172	0.211
Actb	Cfd	10090.ENSMUSP00000098066	10090.ENSMUSP00000056836	0	0	0	0	0.049	0.042	0	0.254	0.260
Actb	Loxl1	10090.ENSMUSP00000098066	10090.ENSMUSP00000057406	0	0	0	0	0	0	0	0.198	0.198
Actb	Igfals	10090.ENSMUSP00000098066	10090.ENSMUSP00000060169	0	0	0	0	0	0.132	0	0.129	0.212
Actb	Pltp	10090.ENSMUSP00000098066	10090.ENSMUSP00000061519	0	0	0	0	0	0	0	0.209	0.209
Actb	C1ra	10090.ENSMUSP00000098066	10090.ENSMUSP00000063707	0	0	0	0	0	0.042	0	0.153	0.153
Actb	Agt	10090.ENSMUSP00000098066	10090.ENSMUSP00000066488	0	0	0	0	0	0	0	0.624	0.624
Actb	C1s2	10090.ENSMUSP00000098066	10090.ENSMUSP00000066999	0	0	0	0	0	0.042	0	0.162	0.162
Actb	Serpinc1	10090.ENSMUSP00000098066	10090.ENSMUSP00000068971	0	0	0	0	0	0	0	0.198	0.198
Actb	C4b	10090.ENSMUSP00000098066	10090.ENSMUSP00000069418	0	0	0	0	0	0.047	0	0.216	0.220
Actb	Actg1	10090.ENSMUSP00000098066	10090.ENSMUSP00000071486	0	0	0	0.987	0.437	0.713	0.900	0.585	0.982
Actb	Rpl7	10090.ENSMUSP00000098066	10090.ENSMUSP00000071616	0	0	0	0	0.127	0.281	0	0.282	0.510
Actb	Postn	10090.ENSMUSP00000098066	10090.ENSMUSP00000072773	0	0	0	0	0.049	0	0	0.389	0.394
Actb	Serpina1c	10090.ENSMUSP00000098066	10090.ENSMUSP00000073695	0	0	0	0	0	0	0	0.280	0.280
Actb	Hp	10090.ENSMUSP00000098066	10090.ENSMUSP00000074436	0	0	0	0	0	0.042	0	0.249	0.249
Actb	Ttr	10090.ENSMUSP00000098066	10090.ENSMUSP00000074783	0	0	0	0	0	0.042	0	0.399	0.399
Actb	Saa2	10090.ENSMUSP00000098066	10090.ENSMUSP00000075365	0	0	0	0	0	0	0	0.236	0.236
Actb	Cfi	10090.ENSMUSP00000098066	10090.ENSMUSP00000077074	0	0	0	0	0	0.042	0	0.170	0.171
Actb	Serpina1d	10090.ENSMUSP00000098066	10090.ENSMUSP00000077909	0	0	0	0	0	0	0	0.151	0.151
Actb	Hspa2	10090.ENSMUSP00000098066	10090.ENSMUSP00000079306	0	0	0	0	0	0.140	0	0.356	0.422
Actb	Gpx1	10090.ENSMUSP00000098066	10090.ENSMUSP00000081010	0	0	0	0	0.062	0	0	0.614	0.623
